"artist","artistIds","asciiName","attractionLights","availability","boosterTypes","borderColor","cardParts","colorIdentity","colorIndicator","colors","defense","duelDeck","edhrecRank","edhrecSaltiness","faceConvertedManaCost","faceFlavorName","faceManaValue","faceName","finishes","flavorName","flavorText","frameEffects","frameVersion","hand","hasAlternativeDeckLimit","hasContentWarning","hasFoil","hasNonFoil","isAlternative","isFullArt","isFunny","isGameChanger","isOnlineOnly","isOversized","isPromo","isRebalanced","isReprint","isReserved","isStarter","isStorySpotlight","isTextless","isTimeshifted","keywords","language","layout","leadershipSkills","life","loyalty","manaCost","manaValue","name","number","originalPrintings","originalReleaseDate","originalText","originalType","otherFaceIds","power","printings","promoTypes","rarity","rebalancedPrintings","relatedCards","securityStamp","setCode","side","signature","sourceProducts","subsets","subtypes","supertypes","text","toughness","type","types","uuid","variations","watermark"
"Eelis Kyttanen","699b24be-cde0-4da8-bc0f-7a3ecd60ab01","","","arena, mtgo, paper","default","black","","B","","B",NA,"",28540,NA,NA,"",NA,"","nonfoil, foil","","""Do not test the mandrill. He knows a thief when he sees one.""\n—Notice posted at Lu Fen's apothecary","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Lifelink","English","normal","",NA,"","{1}{B}",2,"Alchemist's Assistant","71","","","","","","2","TDM","","uncommon","","","","TDM","","","","","Monkey","","Lifelink\nRenew — {1}{B}, Exile this card from your graveyard: Put a lifelink counter on target creature. Activate only as a sorcery.","1","Creature — Monkey","Creature","0f552c64-f190-5137-b416-b310ceee037c","","sultai"
"Craig J Spearing","b0f15e74-0dd6-4156-959e-c5e30c5cdc52","","","arena, mtgo, paper","default","black","","B","","B",NA,"",27678,NA,NA,"",NA,"","nonfoil, foil","","""If I die today, I will ensure my death is worthy of legend.""","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{1}{B}",2,"Alesha's Legacy","72","","","","","","","TDM","","common","","","","TDM","","","","","","","Target creature you control gains deathtouch and indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)","","Instant","Instant","f46400e2-8d3f-5720-87b5-83e25aa88163","",""
"Winona Nelson","e45fe8d3-75d6-42c9-a2df-e945ad81ea27","","","arena, mtgo, paper","default","black","","B","","B",NA,"",20061,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Deathtouch","English","normal","",NA,"","{2}{B}",3,"Avenger of the Fallen","73","","","","","","2","TDM","","rare","","","oval","TDM","","","","","Human, Warrior","","Deathtouch\nMobilize X, where X is the number of creature cards in your graveyard. (Whenever this creature attacks, create X tapped and attacking 1/1 red Warrior creature tokens. Sacrifice them at the beginning of the next end step.)","4","Creature — Human Warrior","Creature","54cbdf55-0815-5111-ae57-989521583726","789719b8-2375-578a-93ae-f8b42fc13b67","mardu"
"Camille Alquier","a0670296-0225-4630-95c6-feab68d14df4","","","arena, mtgo, paper","default","black","","B","","B",NA,"",27854,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{B}",1,"Caustic Exhale","74","","","","","","","TDM","","common","","","","TDM","","","","","","","As an additional cost to cast this spell, behold a Dragon or pay {1}. (To behold a Dragon, choose a Dragon you control or reveal a Dragon card from your hand.)\nTarget creature gets -3/-3 until end of turn.","","Instant","Instant","5897a44b-b2c0-5e6d-b3ca-e15c926852fb","",""
"Sergey Glushakov","8df4596a-1d88-4b6a-9ce8-5c8089c3946c","","","arena, mtgo, paper","default","black","","B","","B",NA,"",25116,NA,NA,"",NA,"","nonfoil, foil","","","enchantment","2015",NA,"","","True","True","","","","","","","","","","","","","","","Surveil","English","normal","",NA,"","{1}{B}",2,"Corroding Dragonstorm","75","","","","","","","TDM","","uncommon","","","","TDM","","","","","","","When this enchantment enters, each opponent loses 2 life and you gain 2 life. Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)\nWhen a Dragon you control enters, return this enchantment to its owner's hand.","","Enchantment","Enchantment","00d93aa3-4e25-5022-82f8-65a542efd0f3","f79a344c-2f52-54a2-9799-c1822e5cc3e3",""
"Fajareka Setiawan","0cc534e0-be18-4cb1-8521-50fabd0dac6f","","","arena, mtgo, paper","default","black","","B","","B",NA,"",27654,NA,NA,"",NA,"","nonfoil, foil","","""Who are you to defy me? In my time, the sibsig knew their place.""\n—Sidisi, to Nishang","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Surveil","English","normal","",NA,"","{3}{B}",4,"Cruel Truths","76","","","","","","","TDM","","common","","","","TDM","","","","","","","Surveil 2, then draw two cards. You lose 2 life. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)","","Instant","Instant","a2951dcd-2e13-5d6c-99a9-29003cc65087","",""
"Inkognit","0ebd73e7-55c9-49d6-bf99-241f10801f89","","","arena, mtgo, paper","default","black","","B","","B",NA,"",28817,NA,NA,"",NA,"","nonfoil, foil","","With the rising waters, bloodflies were found far from their usual swamps.","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Flying","English","normal","",NA,"","{1}{B}",2,"Delta Bloodflies","77","","","","","","1","TDM","","common","","","","TDM","","","","","Insect","","Flying\nWhenever this creature attacks, if you control a creature with a counter on it, each opponent loses 1 life.","2","Creature — Insect","Creature","1e4a898c-eb1d-56cc-8f55-46ac93efcb43","",""
"Gaboleps","0c37cdfe-5651-4ae6-a3c8-e7153509f970","","","arena, mtgo, paper","default","black","","B","","B",NA,"",25886,NA,NA,"",NA,"","nonfoil, foil","","""Sing for us when we depart for battle, and sing for us if we fail to return.""\n—Mardu parting","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{B}",1,"Desperate Measures","78","","","","","","","TDM","","uncommon","","","","TDM","","","","","","","Target creature gets +1/-1 until end of turn. When it dies under your control this turn, draw two cards.","","Instant","Instant","fa293b8d-3b65-5ce3-a99e-dad6261e62dc","",""
"Johann Bodin","d92e2dd9-9ef6-43f6-81f8-df87f9066983","","","arena, mtgo, paper","default","black","","B","","B",NA,"",28726,NA,NA,"",NA,"","nonfoil, foil","","""To escape Teval's justice, one must have a better plan than 'run away.'""\n—Kotis, the Fangkeeper","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{2}{B}",3,"Dragon's Prey","79","","","","","","","TDM","","common","","","","TDM","","","","","","","This spell costs {2} more to cast if it targets a Dragon.\nDestroy target creature.","","Instant","Instant","900cac44-2838-54bd-a05f-55b123f2093d","",""
"Loïc Canavaggia","f1e2e10b-08be-4e92-8f50-95a72850a811","","","arena, mtgo, paper","default","black","","B","","B",NA,"",27046,NA,6,"",6,"Feral Deathgorger","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Deathtouch, Flying","English","adventure","",NA,"","{5}{B}",6,"Feral Deathgorger // Dusk Sight","80","","","","","0120acd4-e5ae-57eb-87fd-c1d8599a2e22","3","TDM","","common","","","","TDM","a","","","","Dragon","","Flying, deathtouch\nWhen this creature enters, exile up to two target cards from a single graveyard.","5","Creature — Dragon","Creature","b2bbcbbd-6695-5c01-9b4f-408c0d5d880c","6f1b3818-22a3-5675-bc28-5e7fa98a9076",""
"Johan Grenier","465e38b8-7eed-4d22-a6d2-d3603ee0c00b","","","arena, mtgo, paper","default","black","","B","","B",NA,"",28831,NA,NA,"",NA,"","nonfoil, foil","","""It's a pity to hoard life essence in a form so weak. Give it to me.""","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Menace","English","normal","",NA,"","{4}{B}{B}",6,"Gurmag Rakshasa","81","","","","","","5","TDM","","uncommon","","","","TDM","","","","","Demon","","Menace (This creature can't be blocked except by two or more creatures.)\nWhen this creature enters, target creature an opponent controls gets -2/-2 until end of turn and target creature you control gets +2/+2 until end of turn.","5","Creature — Demon","Creature","ef01dc6e-35e8-5e01-a70f-b6b6189580c3","",""
"Wayne Wu","2b551106-f94f-4c81-8b5c-197cdfa29d4a","","","arena, mtgo, paper","default","black","","B","","B",NA,"",28806,NA,NA,"",NA,"","nonfoil, foil","","She's eager to start a new winning streak.","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{3}{B}",4,"Hundred-Battle Veteran","82","","","","","","4","TDM","","uncommon","","","","TDM","","","","","Zombie, Warrior","","As long as there are three or more different kinds of counters among creatures you control, this creature gets +2/+4.\nYou may cast this card from your graveyard. If you do, it enters with a finality counter on it. (If a creature with a finality counter on it would die, exile it instead.)","2","Creature — Zombie Warrior","Creature","894620e7-f101-5f31-9a07-282a2233b3c7","",""
"Loïc Canavaggia","f1e2e10b-08be-4e92-8f50-95a72850a811","","","arena, mtgo, paper","default","black","","B","","B",NA,"",28820,NA,NA,"",NA,"","nonfoil, foil","","""Thank the ancestors. A few more weeks, and we would have discovered nothing but dead wood and lost kin.""","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Lifelink","English","normal","",NA,"","{2}{B}",3,"Kin-Tree Nurturer","83","","","","","","2","TDM","","common","","","","TDM","","","","","Human, Druid","","Lifelink\nWhen this creature enters, it endures 1. (Put a +1/+1 counter on it or create a 1/1 white Spirit creature token.)","1","Creature — Human Druid","Creature","28943f30-e152-53f4-83d8-d370c4684837","","abzan"
"Josu Solano","fb7b61a8-13c5-4813-a749-9d3396801906","","","arena, mtgo, paper","default","black","","B","","B",NA,"",27967,NA,NA,"",NA,"","nonfoil, foil","","""Welcome,"" the spirits of House Emesh whispered to Cemal. ""Welcome, newest sprout of our Kin-Tree.""","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{1}{B}",2,"Krumar Initiate","84","","","","","","2","TDM","","uncommon","","","","TDM","","","","","Human, Cleric","","{X}{B}, {T}, Pay X life: This creature endures X. Activate only as a sorcery. (Put X+1/+1 counters on it or create an X/X white Spirit creature token.)","2","Creature — Human Cleric","Creature","986e47d9-6713-5c38-9adf-2f4629b9c2d9","","abzan"
"Gary Laib","ae8572f1-4a30-4fb9-89f5-6729de8a2672","","","arena, mtgo, paper","default","black","","B","","B",NA,"",28123,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Deathtouch, Surveil","English","normal","",NA,"","{2}{B}",3,"Nightblade Brigade","85","","","","","","1","TDM","","common","","","","TDM","","","","","Goblin, Soldier","","Deathtouch\nMobilize 1 (Whenever this creature attacks, create a tapped and attacking 1/1 red Warrior creature token. Sacrifice it at the beginning of the next end step.)\nWhen this creature enters, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)","3","Creature — Goblin Soldier","Creature","a120f078-8422-5c90-b484-5287c4ad403c","","mardu"
"Lorenzo Mastroianni","70213e7d-47e0-4543-a1ae-451009053e2d","","","arena, mtgo, paper","default","black","","B","","B",NA,"",20663,NA,NA,"",NA,"","nonfoil, foil","","""Evil wears many faces. Keep your windows closed at night, or it might wear yours.""\n—Sultai warning","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Deathtouch, Flying, Lifelink","English","normal","",NA,"","{1}{B}{B}",3,"Qarsi Revenant","86","","","","","","3","TDM","","rare","","","oval","TDM","","","","","Vampire","","Flying, deathtouch, lifelink\nRenew — {2}{B}, Exile this card from your graveyard: Put a flying counter, a deathtouch counter, and a lifelink counter on target creature. Activate only as a sorcery.","3","Creature — Vampire","Creature","a5f35eb4-bbc3-5098-a5eb-edf804ee2607","1a22d2b2-87ca-5329-b675-0fb192c7b35d, 5aa634bb-b8b5-5190-bc3e-be77dc92b46a","sultai"
"Chris Rahn","7742047e-0f80-4c0f-a530-d07460165e86","","","arena, mtgo, paper","default","black","","B","","B",NA,"",23446,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Decayed, Trample","English","normal","",NA,"","{1}{B}",2,"Rot-Curse Rakshasa","87","","","","","","5","TDM","","mythic","","","oval","TDM","","","","","Demon","","Trample\nDecayed (This creature can't block. When it attacks, sacrifice it at end of combat.)\nRenew — {X}{B}{B}, Exile this card from your graveyard: Put a decayed counter on each of X target creatures. Activate only as a sorcery.","5","Creature — Demon","Creature","afa58949-29f5-5e73-a5a1-d725f320dfd2","59696c13-d8ed-59b8-9526-b63d6f36a3f4","sultai"
"Arif Wijaya","a1d47f27-cbf6-4a7b-bbbb-8f051c9069d6","","","arena, mtgo, paper","default","black","","B","","B",NA,"",28645,NA,NA,"",NA,"","nonfoil, foil","","Dariya's first mistake was thinking they could short the Mardu trader on a deal. Their last was not considering the trader would bring backup.","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{3}{B}",4,"Salt Road Skirmish","88","","","","","","","TDM","","uncommon","","","","TDM","","","","","","","Destroy target creature. Create two 1/1 red Warrior creature tokens. They gain haste until end of turn. Sacrifice them at the beginning of the next end step.","","Sorcery","Sorcery","d52e5552-338f-5e19-a813-4270dff6da25","",""
"Arif Wijaya","a1d47f27-cbf6-4a7b-bbbb-8f051c9069d6","","","arena, mtgo, paper","default","black","","B","","B",NA,"",28836,NA,NA,"",NA,"","nonfoil, foil","","""There's a new sinkhole, seven leagues east. I'll take Scratchy.""","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Menace","English","normal","",NA,"","{3}{B}",4,"Sandskitter Outrider","89","","","","","","2","TDM","","common","","","","TDM","","","","","Goblin, Soldier","","Menace (This creature can't be blocked except by two or more creatures.)\nWhen this creature enters, it endures 2. (Put two +1/+1 counters on it or create a 2/2 white Spirit creature token.)","1","Creature — Goblin Soldier","Creature","4dd1a262-3f7d-5598-bdf3-c09043064ffa","","abzan"
"John Tedrick","4da667fd-a4ad-4aea-ba20-db542810e01b","","","arena, mtgo, paper","default","black","","B","","B",NA,"",22485,NA,4,"",4,"Scavenger Regent","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Flying, Ward","English","adventure","",NA,"","{3}{B}",4,"Scavenger Regent // Exude Toxin","90","","","","","4ab899da-900a-576c-822c-ba6ac481381e","4","TDM","","rare","","","oval","TDM","a","","","","Dragon","","Flying\nWard—Discard a card.","4","Creature — Dragon","Creature","b30a3061-ce20-54eb-b25c-7520aa76f8b7","",""
"Eli Minaya","fee369ac-08b5-4a69-8ef8-f2b42b81e807","","","arena, mtgo, paper","default","black","","B","","B",NA,"",23268,NA,NA,"",NA,"","nonfoil, foil","","""Once flesh, now gold and jade. Once dead, now alive again. Once respected, now honored beyond imagination.""","enchantment, legendary","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{B}{B}{B}",3,"The Sibsig Ceremony","91","","","","","","","TDM","","rare","","","oval","TDM","","","","","","Legendary","Creature spells you cast cost {2} less to cast.\nWhenever a creature you control enters, if you cast it, destroy that creature, then create a 2/2 black Zombie Druid creature token.","","Legendary Enchantment","Enchantment","8903ebca-b7c9-5e4a-a80f-b840c4f8e22f","2e49d5aa-c132-5430-ab91-7e5239779c05","sultai"
"Diana Franco","6b04ff0c-cd6d-42c1-83d3-3ff150fecdc3","","","arena, mtgo, paper","default","black","","B","","B",NA,"",21284,NA,NA,"",NA,"","nonfoil, foil","","As the rebels breached Qarsi Palace, she realized her time in power was at its end.","legendary","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","{""brawl"": false, ""commander"": true, ""oathbreaker"": false}",NA,"","{1}{B}",2,"Sidisi, Regent of the Mire","92","","","","","","1","TDM","","rare","","","oval","TDM","","","","","Zombie, Snake, Warlock","Legendary","{T}, Sacrifice a creature you control with mana value X other than Sidisi: Return target creature card with mana value X plus 1 from your graveyard to the battlefield. Activate only as a sorcery.","3","Legendary Creature — Zombie Snake Warlock","Creature","845714ec-53bc-57f6-9066-c430842f43c2","261956d1-43b9-5590-96e9-1afb3d896722",""
"Warren Mahy","002c739e-aa1f-4c1d-921b-37cb2d1b1c5b","","","arena, mtgo, paper","default","black","","B","","B",NA,"",24831,NA,NA,"",NA,"","nonfoil, foil","","Vast sinkholes in the Shifting Wastes revealed long-buried structures—and long-buried dangers.","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Flying","English","normal","",NA,"","{1}{B}",2,"Sinkhole Surveyor","93","","","","","","1","TDM","","rare","","","oval","TDM","","","","","Bird, Scout","","Flying\nWhenever this creature attacks, you lose 1 life and this creature endures 1. (Put a +1/+1 counter on it or create a 1/1 white Spirit creature token.)","3","Creature — Bird Scout","Creature","9aeded27-70dd-560c-a5f7-4f8a726630f9","744ab549-a1cd-52ae-8690-f837d57c4403","abzan"
"Flavio Greco Paglia","9c5d82ee-a27b-47e4-8226-cd8647cc0b05","","","arena, mtgo, paper","default","black","","B","","B",NA,"",27579,NA,NA,"",NA,"","nonfoil, foil","","As Sultai blades threatened Qatros city walls, Mehtma of House Fenzala turned her weapons on her political rivals.","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{1}{B}",2,"Strategic Betrayal","94","","","","","","","TDM","","uncommon","","","","TDM","","","","","","","Target opponent exiles a creature they control and their graveyard.","","Sorcery","Sorcery","4b5578c9-d5f6-50a9-8c9f-d8bc4cd0af7b","63bc614a-e22b-586e-86f8-6d05c685a0e8",""
"Inkognit","0ebd73e7-55c9-49d6-bf99-241f10801f89","","","arena, mtgo, paper","default","black","","B","","B",NA,"",28835,NA,NA,"",NA,"","nonfoil, foil","","""Unless you actually see my spirit join the Kin-Tree, never assume me so unprofessional as to die on the job.""\n—Ezcul of House Zanhar","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{1}{B}",2,"Unburied Earthcarver","95","","","","","","2","TDM","","common","","","","TDM","","","","","Human, Warrior","","{2}, Sacrifice another creature: Put a +1/+1 counter on this creature.","2","Creature — Human Warrior","Creature","d98af773-ed46-5b78-8f36-cf9cddcbeafe","",""
"Elizabeth Peiró","154beecd-b9b8-4795-950c-de8de7434c43","","","arena, mtgo, paper","default","black","","B","","B",NA,"",28809,NA,NA,"",NA,"","nonfoil, foil","","Abzan spirits bereft of a Kin-Tree are condemned to a restless existence. Absent the purpose of family connection, many grow angry and violent.","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Flash","English","normal","",NA,"","{2}{B}",3,"Unrooted Ancestor","96","","","","","","3","TDM","","uncommon","","","","TDM","","","","","Spirit, Cleric","","Flash\n{1}, Sacrifice another creature: This creature gains indestructible until end of turn. Tap it. (Damage and effects that say ""destroy"" don't destroy it.)","2","Creature — Spirit Cleric","Creature","bc64c117-3407-53e5-972a-37409853e2b2","",""
"Elizabeth Peiró","154beecd-b9b8-4795-950c-de8de7434c43","","","arena, mtgo, paper","default","black","","B","","B",NA,"",21431,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{3}{B}",4,"Venerated Stormsinger","97","","","","","","3","TDM","","uncommon","","","","TDM","","","","","Orc, Cleric","","Mobilize 1 (Whenever this creature attacks, create a tapped and attacking 1/1 red Warrior creature token. Sacrifice it at the beginning of the next end step.)\nWhenever this creature or another creature you control dies, each opponent loses 1 life and you gain 1 life.","3","Creature — Orc Cleric","Creature","20e9643e-2123-573a-84e0-bc4b69516901","","mardu"
"Izzy","2c3d2473-ff5d-4309-8194-e0b2def2ab65","","","arena, mtgo, paper","default","black","","B","","B",NA,"",28444,NA,NA,"",NA,"","nonfoil, foil","","Mardu war shrieks ensure their enemies are defeated before the battle even starts.","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{2}{B}",3,"Wail of War","98","","","","","","","TDM","","uncommon","","","","TDM","","","","","","","Choose one —\n• Creatures target opponent controls get -1/-1 until end of turn.\n• Return up to two target creature cards from your graveyard to your hand.","","Instant","Instant","c38a53e5-62b6-5a9d-b438-bcecde7ec4b8","",""
"Andrew Mar","adad79bf-cd52-456a-b170-740ed8bff0fc","","","arena, mtgo, paper","default","black","","B","","B",NA,"",26970,NA,NA,"",NA,"","nonfoil, foil","","""'Victory is survival' is the tenet that guides us. My love, know that I will always ensure your survivial.""\n—Duvir, Mardu warrior, final letter","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{B}",1,"Worthy Cost","99","","","","","","","TDM","","common","","","","TDM","","","","","","","As an additional cost to cast this spell, sacrifice a creature.\nExile target creature or planeswalker.","","Sorcery","Sorcery","363e307a-d1a6-5812-823d-6cc70273be10","",""
"Xavier Ribeiro","e17c2662-0491-47b2-bf1d-8c111a8ad3f8","","","arena, mtgo, paper","default","black","","B","","B",NA,"",24242,NA,NA,"",NA,"","nonfoil, foil","","""Our khan would grant you clemency. She is naive. And unfortunately for you, she is also not here.""","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Menace","English","normal","",NA,"","{2}{B}",3,"Yathan Tombguard","100","","","","","","2","TDM","","uncommon","","","","TDM","","","","","Human, Warrior","","Menace (This creature can't be blocked except by two or more creatures.)\nWhenever a creature you control with a counter on it deals combat damage to a player, you draw a card and you lose 1 life.","3","Creature — Human Warrior","Creature","b1befaad-d222-520e-aaf8-e284d0535c65","",""
"Danny Schwartz","48e30a4a-5b4d-48e2-9c53-03125085374e","","","arena, mtgo, paper","default","black","","R","","R",NA,"",17788,NA,NA,"",NA,"","nonfoil, foil","","","enchantment","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{4}{R}",5,"Breaching Dragonstorm","101","","","","","","","TDM","","uncommon","","","","TDM","","","","","","","When this enchantment enters, exile cards from the top of your library until you exile a nonland card. You may cast it without paying its mana cost if that spell's mana value is 8 or less. If you don't, put that card into your hand.\nWhen a Dragon you control enters, return this enchantment to its owner's hand.","","Enchantment","Enchantment","4d83e66d-0c88-5331-9d1f-25e33333bba0","f3c8775b-55ce-5c8b-8580-cc7ff9e7a98d",""
"Jorge Jacinto","05a3ac12-b25d-48e2-af5e-8a299fd3da14","","","arena, mtgo, paper","default","black","","R","","R",NA,"",28326,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{R}",1,"Channeled Dragonfire","102","","","","","","","TDM","","uncommon","","","","TDM","","","","","","","Channeled Dragonfire deals 2 damage to any target.\nHarmonize {5}{R}{R} (You may cast this card from your graveyard for its harmonize cost. You may tap a creature you control to reduce that cost by {X}, where X is its power. Then exile this spell.)","","Sorcery","Sorcery","0bd1269f-ac1b-536b-9f98-ec32bc8e0634","c3712143-38ec-5566-b060-254d5675d74c","temur"
"Xabi Gaztelua","35b87e24-bfe0-43f4-83c3-2fa9574d6026","","","arena, mtgo, paper","default","black","","R","","R",NA,"",24212,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Equip","English","normal","",NA,"","{1}{R}",2,"Cori-Steel Cutter","103","","","","","","","TDM","","rare","","","oval","TDM","","","","","Equipment","","Equipped creature gets +1/+1 and has trample and haste.\nFlurry — Whenever you cast your second spell each turn, create a 1/1 white Monk creature token with prowess. You may attach this Equipment to it. (Whenever you cast a noncreature spell, the token gets +1/+1 until end of turn.)\nEquip {1}{R}","","Artifact — Equipment","Artifact","914298c5-4bfa-55e8-b398-25e109183c2f","d152ccf9-4f01-54f8-9c43-e3db60eebe22","jeskai"
"Nathaniel Himawan","ae1e4729-d4ec-4d0f-8c71-883fc7358005","","","arena, mtgo, paper","default","black","","R","","R",NA,"",27400,NA,NA,"",NA,"","nonfoil, foil","","""Arrows? Ha! Wood and feather? Toys!""","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Haste","English","normal","",NA,"","{1}{R}",2,"Devoted Duelist","104","","","","","","2","TDM","","common","","","","TDM","","","","","Goblin, Monk","","Haste\nFlurry — Whenever you cast your second spell each turn, this creature deals 1 damage to each opponent.","1","Creature — Goblin Monk","Creature","e77b3601-57bf-5e9f-a6d5-93d3e8d2ea76","","jeskai"
"Kai Carpenter","dcd3cf0d-67b7-4b73-8e62-1d318bf6209c","","","arena, mtgo, paper","default","black","","R","","R",NA,"",14034,NA,NA,"",NA,"","nonfoil, foil","","""Let the dragonstorms rage. Let what seeks sustenance feed. Let Tarkir be what it was always meant to be.""\n—Sarkhan","enchantment","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{6}{R}{R}",8,"Dracogenesis","105","","","","","","","TDM","","mythic","","","oval","TDM","","","","","","","You may cast Dragon spells without paying their mana costs.","","Enchantment","Enchantment","51c8c874-9bfa-5af6-8570-b6ab9d63ba2a","e84ba09b-95c4-5893-9e10-cfba0d9723ba, 79dcdacb-7e9f-5730-be27-3e773ce0d57a, e01bdac8-c83f-52b3-a203-4cdd6554141d",""
"Leroy Steinmann","e770721b-7b32-45b3-8839-72f4b36464f6","","","arena, mtgo, paper","default","black","","R","","R",NA,"",28341,NA,NA,"",NA,"","nonfoil, foil","","He regained balance while his opponent regained consciousness.","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{3}{R}",4,"Equilibrium Adept","106","","","","","","2","TDM","","uncommon","","","","TDM","","","","","Dog, Monk","","When this creature enters, exile the top card of your library. Until the end of your next turn, you may play that card.\nFlurry — Whenever you cast your second spell each turn, this creature gains double strike until end of turn.","4","Creature — Dog Monk","Creature","997f1a78-c793-5f29-85be-6a5b3c4bf2e6","","jeskai"
"Filipe Pagliuso","64c537b4-a864-4051-9a24-fbdd22cb40b4","","","arena, mtgo, paper","default","black","","R","","R",NA,"",28815,NA,NA,"",NA,"","nonfoil, foil","","","enchantment","2015",NA,"","","True","True","","","","","","","","","","","","","","","Enchant, Flash","English","normal","",NA,"","{1}{R}",2,"Fire-Rim Form","107","","","","","","","TDM","","common","","","","TDM","","","","","Aura","","Flash\nEnchant creature\nWhen this Aura enters, enchanted creature gains first strike until end of turn.\nEnchanted creature gets +2/+0.","","Enchantment — Aura","Enchantment","1e058df0-8555-5e70-8ab3-855ece3f0388","",""
"Darren Tan","14c7f83c-d0fb-43f0-90f3-703f910f8bb9","","","arena, mtgo, paper","default","black","","R","","R",NA,"",28475,NA,NA,"",NA,"","nonfoil, foil","","The brushfires of Cori Mountain take on a life all their own.","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Haste","English","normal","",NA,"","{R}",1,"Fleeting Effigy","108","","","","","","2","TDM","","uncommon","","","","TDM","","","","","Elemental","","Haste\nAt the beginning of your end step, return this creature to its owner's hand. (Return it only if it's on the battlefield.)\n2{R}: This creature gets +2/+0 until end of turn.","2","Creature — Elemental","Creature","e5aecc5e-d228-5a3c-a2c0-e029dbd8b994","",""
"Fajareka Setiawan","0cc534e0-be18-4cb1-8521-50fabd0dac6f","","","arena, mtgo, paper","default","black","","B, G, R, U, W","","R",NA,"",28818,NA,NA,"",NA,"","nonfoil, foil","","The power of the dragonstorms transformed not only the land but many of the creatures within it.","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{4}{R}",5,"Iridescent Tiger","109","","","","","","3","TDM","","uncommon","","","","TDM","","","","","Cat","","When this creature enters, if you cast it, add {W}{U}{B}{R}{G}.","4","Creature — Cat","Creature","1007ad24-7288-5165-a8a0-19d983ae9eaa","",""
