"","cardNumber","setCode","commander","foil","commander_deck","artist","asciiName","attractionLights","availability","boosterTypes","borderColor","cardParts","colorIdentity","colorIndicator","colors","defense","duelDeck","edhrecRank","edhrecSaltiness","faceConvertedManaCost","faceFlavorName","faceManaValue","faceName","finishes","flavorName","flavorText","frameEffects","frameVersion","hand","hasAlternativeDeckLimit","hasContentWarning","hasFoil","hasNonFoil","isAlternative","isFullArt","isFunny","isOnlineOnly","isOversized","isPromo","isRebalanced","isReprint","isReserved","isStarter","isStorySpotlight","isTextless","isTimeshifted","keywords","language","layout","leadershipSkills","life","loyalty","manaCost","manaValue","name","originalPrintings","originalReleaseDate","originalText","originalType","otherFaceIds","power","printings","promoTypes","rarity","rebalancedPrintings","relatedCards","securityStamp","side","signature","subsets","subtypes","supertypes","text","toughness","type","types","uuid","variations","watermark","GreenMana","BlackMana","BlueMana","WhiteMana","RedMana","GreenBlackMana","GreenBlueMana","GreenWhiteMana","GreenRedMana","BlackBlueMana","BlackWhiteMana","BlackRedMana","BlueWhiteMana","BlueRedMana","WhiteRedMana","GreenPhyrexian","BlackPhyrexian","BluePhyrexian","WhitePhyrexian","RedPhyrexian","GreenWhitePhyrexian","GreenRedPhyrexian","WhiteRedPhyrexian","GreenTwo","BlackTwo","BlueTwo","WhiteTwo","RedTwo","ColourlessMana","ManaDiscrep"
"52",158,"AFR","","","Magda, Brazen Outlaw","Andrew Mar","","","arena, mtgo, paper","default","black","","R","","R",NA,"",3016,0.07,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treasure","English","normal","",NA,"","{2}{R}",3,"Plundering Barbarian","","","When Plundering Barbarian enters the battlefield, choose one —\n• Smash the Chest — Destroy target artifact.\n• Pry It Open — Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")","Creature — Dwarf Barbarian","","2","AFR","","common","","","","","","","Dwarf, Barbarian","","When Plundering Barbarian enters the battlefield, choose one —\n• Smash the Chest — Destroy target artifact.\n• Pry It Open — Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")","2","Creature — Dwarf Barbarian","Creature","c434b3b6-b98c-5c01-ba74-20d4b6d7a894","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"53",158,"KHM","","","Magda, Brazen Outlaw","Slawomir Maniak","","","arena, mtgo, paper","default","black","","R","","R",NA,"",5881,0.27,NA,"",NA,"","nonfoil, foil","","The dwarves believe works of art should be passed down the generations, not buried with the dead.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treasure","English","normal","",NA,"","{1}{R}",2,"Vault Robber","","","{1}, {T}, Exile a creature card from your graveyard: Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")","Creature — Dwarf Rogue","","1","J22, KHM","","common","","","","","","","Dwarf, Rogue","","{1}, {T}, Exile a creature card from your graveyard: Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")","3","Creature — Dwarf Rogue","Creature","5d007d60-9d54-5778-b9b6-c8a590d09316","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"54",161,"CLB","","","Magda, Brazen Outlaw","Antonio José Manzanedo","","","mtgo, paper","default","black","","R","","R",NA,"",945,1.21,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flying, Treasure","English","normal","",NA,"","{4}{R}{R}",6,"Ancient Copper Dragon","","","Flying\nWhenever Ancient Copper Dragon deals combat damage to a player, roll a d20. You create a number of Treasure tokens equal to the result.","Creature — Elder Dragon","","6","CLB, HBG, PCLB","","mythic","","","oval","","","","Elder, Dragon","","Flying\nWhenever Ancient Copper Dragon deals combat damage to a player, roll a d20. You create a number of Treasure tokens equal to the result.","5","Creature — Elder Dragon","Creature","a572dff6-b14d-5771-8fac-aa2f585b3fa3","b54df50e-f837-554e-8d84-f062be364763, 6a3a2f98-ec89-552c-a179-719b081f001e","",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA
"55",162,"MIC","","","Magda, Brazen Outlaw","Mike Bierek","","","mtgo, paper","","black","","","","",NA,"",1,0.93,NA,"",NA,"","nonfoil","","Lost to time is the artificer's art of trapping light from a distant star in a ring of purest gold.","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"","English","normal","",NA,"","{1}",1,"Sol Ring","","","{T}: Add {C}{C}.","Artifact","","","2ED, 30A, 3ED, 40K, AFC, BRC, C13, C14, C15, C16, C17, C18, C19, C20, C21, CC1, CC2, CED, CEI, CLB, CM2, CMA, CMD, CMR, DMC, FBB, G05, KHC, LEA, LEB, LTC, MB1, ME4, MIC, MOC, MPS, NCC, NEC, ONC, PCTB, PF19, PHED, PLG22, PRM, PZ1, SCD, SLD, SUM, V10, VMA, VOC, ZNC","","uncommon","","","","","","","","","{T}: Add {C}{C}.","","Artifact","Artifact","1de05b86-1e64-5f5f-9382-0429fd5c4f41","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"56",163,"40K","","","Magda, Brazen Outlaw","Philip Helliwell","","","paper","","black","","","","",NA,"",5140,NA,NA,"",NA,"","nonfoil","","","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew, Gatling Blaster, Void Shields","English","normal","",NA,"","{7}",7,"Reaver Titan","","","Void Shields — Protection from mana value 3 or less\nGatling Blaster — Whenever Reaver Titan attacks, it deals 5 damage to each opponent.\nCrew 4 (Tap any number of creatures you control with total power 4 or more: This Vehicle becomes an artifact creature until end of turn.)","Artifact — Vehicle","","10","40K","","rare","","","triangle","","","","Vehicle","","Void Shields — Protection from mana value 3 or less\nGatling Blaster — Whenever Reaver Titan attacks, it deals 5 damage to each opponent.\nCrew 4 (Tap any number of creatures you control with total power 4 or more: This Vehicle becomes an artifact creature until end of turn.)","10","Artifact — Vehicle","Artifact","cf448a93-a1f3-5ea4-b003-49c622e8f406","b2e31e18-4fae-5855-9568-494258c3621f","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,NA
"57",165,"ROE","","","Magda, Brazen Outlaw","Goran Josic","","","mtgo, paper","default","black","","R","","R",NA,"",3875,0.69,NA,"",NA,"","nonfoil, foil","","""I know just the person for that job.""","","2003",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Enchant","English","normal","",NA,"","{2}{R}{R}",4,"Splinter Twin","","","Enchant creature\nEnchanted creature has ""{T}: Put a token that's a copy of this creature onto the battlefield. That token has haste. Exile it at the beginning of the next end step.""","Enchantment — Aura","","","MM2, PLIST, ROE","","rare","","","","","","","Aura","","Enchant creature\nEnchanted creature has ""{T}: Create a token that's a copy of this creature, except it has haste. Exile that token at the beginning of the next end step.""","","Enchantment — Aura","Enchantment","82526226-c84f-5167-8fd2-0c559b214e6c","","",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"58",166,"CMA","","","Lathril, Blade of the Elves","Karl Kopinski","","","paper","","black","","G","","G",NA,"",3620,0.26,NA,"",NA,"","nonfoil","","""Close your ears to the voice of greed, and you can turn a gift for one into a gift for many.""","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"","English","normal","",NA,"","{1}{G}",2,"Wellwisher","","","{T}: You gain 1 life for each Elf on the battlefield.","Creature — Elf","","1","C14, CMA, DD1, EVG, MB1, ONS, PSAL","","common","","","","","","","Elf","","{T}: You gain 1 life for each Elf on the battlefield.","1","Creature — Elf","Creature","8547fe5b-87ee-562b-bcb5-49b0c5ce19ca","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"59",167,"DMU","","","Lathril, Blade of the Elves","Anna Steinbauer","","","arena, mtgo, paper","default","black","","G","","G",NA,"",3376,0.4,NA,"",NA,"","nonfoil, foil","","""The seedling you save today may be the sheltering boughs of generations to come.""","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{G}{G}",2,"Leaf-Crowned Visionary","","","Other Elves you control get +1/+1.\nWhenever you cast an Elf spell, you may pay {G}. If you do, draw a card.","Creature — Elf Druid","","1","DMU, PDMU, PRM","","rare","","","oval","","","","Elf, Druid","","Other Elves you control get +1/+1.\nWhenever you cast an Elf spell, you may pay {G}. If you do, draw a card.","1","Creature — Elf Druid","Creature","a920b7d5-ab85-5844-a743-464942470011","18b9b1b0-2770-5869-8005-2879d1022996","",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"60",167,"KHM","","Y","Lathril, Blade of the Elves","Alexander Mokhov","","","arena, mtgo, paper","default","black","","G","","G",NA,"",1970,0.24,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{1}{G}",2,"Elvish Warmaster","","","Whenever one or more other Elves enters the battlefield under your control, create a 1/1 green Elf Warrior creature token. This ability triggers only once each turn.\n{5}{G}{G}: Elves you control get +2/+2 and gain deathtouch until end of turn.","Creature — Elf Warrior","","2","J22, KHM, LTC, PKHM, PRM","","rare","","","oval","","","","Elf, Warrior","","Whenever one or more other Elves enter the battlefield under your control, create a 1/1 green Elf Warrior creature token. This ability triggers only once each turn.\n{5}{G}{G}: Elves you control get +2/+2 and gain deathtouch until end of turn.","2","Creature — Elf Warrior","Creature","c8e48eb0-f316-51f7-b1f7-c828a86731dd","669c1fe3-a30f-5c31-9e19-487c27bc1bc0","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"61",168,"DOM","","","Lathril, Blade of the Elves","Chris Rahn","","","arena, mtgo, paper","default","black","","G","","G",NA,"",55,0.14,NA,"",NA,"","nonfoil, foil","","As patient and generous as life, as harsh and merciless as nature.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{G}",1,"Llanowar Elves","","","{T}: Add {G}.","Creature — Elf Druid","","1","10E, 2ED, 30A, 3ED, 4BB, 4ED, 5ED, 6ED, 7ED, 9ED, ATH, BRB, BTD, C14, CED, CEI, CMA, DD1, DOM, EMA, EVG, FBB, FNM, GN3, GNT, LEA, LEB, M10, M11, M12, M19, MB1, P30H, PANA, PDCI, PDOM, PRM, PTC, SLD, SUM, WC00, WC01, WC02, WC99","","common","","","","","","","Elf, Druid","","{T}: Add {G}.","1","Creature — Elf Druid","Creature","8e40b6d6-c40b-5ce9-91e1-9b8eb48e81f0","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"62",169,"CLB","","","Magda, Brazen Outlaw","Bruce Brenneise","","","paper","default","black","","R","","R",NA,"",2123,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treasure","English","normal","",NA,"","{2}{R}",3,"Descent into Avernus","","","At the beginning of your upkeep, put two descent counters on Descent into Avernus. Then each player creates X Treasure tokens and Descent into Avernus deals X damage to each player, where X is the number of descent counters on Descent into Avernus.","Enchantment","","","CLB, PCLB","","rare","","","oval","","","","","","At the beginning of your upkeep, put two descent counters on Descent into Avernus. Then each player creates X Treasure tokens and Descent into Avernus deals X damage to each player, where X is the number of descent counters on Descent into Avernus.","","Enchantment","Enchantment","95ceba8e-bd76-55ae-91fc-ce294525e541","84b4d9c3-1f42-51ad-b303-a0833ad24c43","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"63",170,"DMU","","","Lathril, Blade of the Elves","Zara Alfonso","","","arena, mtgo, paper","default","black","","G","","G",NA,"",4311,0.08,NA,"",NA,"","nonfoil, foil","","Twigs broken underfoot in Llanowar tend to return the favor.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{1}{G}",2,"Llanowar Loamspeaker","","","{T}: Add one mana of any color.\n{T}: Target land you control becomes a 3/3 Elemental creature with haste until end of turn. It's still a land. Activate only as a sorcery.","Creature — Elf Druid","","1","DMU, PDMU, PRM","","rare","","","oval","","","","Elf, Druid","","{T}: Add one mana of any color.\n{T}: Target land you control becomes a 3/3 Elemental creature with haste until end of turn. It's still a land. Activate only as a sorcery.","3","Creature — Elf Druid","Creature","21fa8ab2-4ac5-5771-b06b-d66854f21911","7c97dfc9-e16d-522c-99e3-875a9efb0b03, 28033089-b3df-5b42-b8c7-d8e494826e81","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"64",172,"C16","","","Lathril, Blade of the Elves","Marco Nelor","","","paper","","black","","G","","G",NA,"",1927,0.15,NA,"",NA,"","nonfoil","","If you hear it, it's too late.","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"Lieutenant, Trample","English","normal","",NA,"","{4}{G}{G}",6,"Thunderfoot Baloth","","","Trample\nLieutenant — As long as you control your commander, Thunderfoot Baloth gets +2/+2 and other creatures you control get +2/+2 and have trample.","Creature — Beast","","5","C14, C16, CMA, NCC, SCD","","rare","","","oval","","","","Beast","","Trample\nLieutenant — As long as you control your commander, Thunderfoot Baloth gets +2/+2 and other creatures you control get +2/+2 and have trample.","5","Creature — Beast","Creature","28f341db-15a4-5c35-8207-4a14e73b9b75","","",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA
"65",184,"CLB","","","Magda, Brazen Outlaw","Borja Pindado","","","paper","default","black","","R","","R",NA,"",11081,0.1,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Goad, Vicious Mockery","English","normal","",NA,"","{1}{R}",2,"Insufferable Balladeer","","","Vicious Mockery — When Insufferable Balladeer enters the battlefield, target creature an opponent controls can't block this turn. Goad it. (Until your next turn, that creature attacks each combat if able and attacks a player other than you if able.)","Creature — Dwarf Bard","","2","CLB","","common","","","","","","","Dwarf, Bard","","Vicious Mockery — When Insufferable Balladeer enters the battlefield, target creature an opponent controls can't block this turn. Goad it. (Until your next turn, that creature attacks each combat if able and attacks a player other than you if able.)","1","Creature — Dwarf Bard","Creature","6f230290-cf21-59ca-becb-c065ab82ce84","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"66",186,"INV","","","Lathril, Blade of the Elves","D. Alexander Gregory","","","mtgo, paper","default","black","","G","","G",NA,"",2739,0.35,NA,"",NA,"","nonfoil, foil","","""For what are leaves but countless blades To fight a countless foe on high.""\n—Skyshroud hymn","","1997",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{1}{G}{G}",3,"Elvish Champion","","","All Elves get +1/+1 and have forestwalk. (They're unblockable as long as defending player controls a forest.)","Creature - Lord","","2","10E, 7ED, 8ED, 9ED, DPA, INV, PJAS, PJJT, PJSE, PLIST, PRM, PS11, PSAL, PSUS","","rare","","","","","","","Elf","","Other Elf creatures get +1/+1 and have forestwalk. (They can't be blocked as long as defending player controls a Forest.)","2","Creature — Elf","Creature","4fb137a3-5fb7-5691-9294-19cacf292cbc","","",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"67",186,"ODY","","","Magda, Brazen Outlaw","Ciruelo","","","mtgo, paper","default","black","","R","","R",NA,"",6971,0.05,NA,"",NA,"","nonfoil, foil","","","","1997",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{2}{R}",3,"Dwarven Recruiter","","","When Dwarven Recruiter comes into play, search your library for any number of Dwarf cards and reveal those cards. Shuffle your library, then put them on top of it in any order.","Creature - Dwarf","","2","ODY","","uncommon","","","","","","","Dwarf","","When Dwarven Recruiter enters the battlefield, search your library for any number of Dwarf cards, reveal them, then shuffle and put those cards on top in any order.","2","Creature — Dwarf","Creature","4f73102c-d004-5cba-8472-b1404f4435d5","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"68",187,"4ED","","","Magda, Brazen Outlaw","Douglas Shuler","","","paper","default","white","","R","","R",NA,"",10202,0.05,NA,"",NA,"","nonfoil","","","","1993",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{2}{R}",3,"Dwarven Warriors","","","oc\nT: Target creature with power no greater than 2 becomes unblockable until end of turn. Other effects may later be used to increase the creature's power beyond 2.","Summon - Dwarves","","1","2ED, 30A, 3ED, 4BB, 4ED, 5ED, CED, CEI, FBB, LEA, LEB, SUM","","common","","","","","","","Dwarf, Warrior","","{T}: Target creature with power 2 or less can't be blocked this turn.","1","Creature — Dwarf Warrior","Creature","852e2a66-1ad6-5d80-b593-d561b85c0378","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"69",190,"KHM","","","Lathril, Blade of the Elves","Sidharth Chaturvedi","","","arena, mtgo, paper","default","black","","G","","G",NA,"",8462,0.06,NA,"",NA,"","nonfoil, foil","","Though imprisoned in Jaspera trees, the elvish gods known as the Einir still whisper through the ages.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mill","English","normal","",NA,"","{1}{G}",2,"Roots of Wisdom","","","Mill three cards, then return a land card or Elf card from your graveyard to your hand. If you can't, draw a card. (To mill a card, put the top card of your library into your graveyard.)","Sorcery","","","J22, KHM","","common","","","","","","","","","Mill three cards, then return a land card or Elf card from your graveyard to your hand. If you can't, draw a card. (To mill a card, put the top card of your library into your graveyard.)","","Sorcery","Sorcery","c3dd351f-ea57-5b1c-9b3f-692d0310ea9e","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"70",191,"CLB","","Y","Magda, Brazen Outlaw","Julia Metzger","","","mtgo, paper","default","black","","R","","R",NA,"",4478,0.06,NA,"",NA,"","nonfoil, foil","","""It's okay. My mother owns the museum.""","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treasure","English","normal","",NA,"","{2}{R}",3,"Patron of the Arts","","","When Patron of the Arts enters the battlefield or dies, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")","Creature — Dragon Noble","","3","CLB","","common","","","","","","","Dragon, Noble","","When Patron of the Arts enters the battlefield or dies, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")","1","Creature — Dragon Noble","Creature","fecdfc35-bdb2-53d4-88d8-552f7219c702","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"71",202,"CLB","","","Magda, Brazen Outlaw","David Auden Nash","","","mtgo, paper","default","black","","R","","R",NA,"",8251,0.19,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haste, Myriad","English","normal","",NA,"","{4}{R}",5,"Tiamat's Fanatics","","","Haste\nMyriad (Whenever this creature attacks, for each opponent other than defending player, you may create a token that's a copy of this creature that's tapped and attacking that player or a planeswalker they control. Exile the tokens at end of combat.)","Creature — Dragon Warrior","","4","CLB","","common","","","","","","","Dragon, Warrior","","Haste\nMyriad (Whenever this creature attacks, for each opponent other than defending player, you may create a token that's a copy of this creature that's tapped and attacking that player or a planeswalker they control. Exile the tokens at end of combat.)","3","Creature — Dragon Warrior","Creature","9ba7a104-1520-5b6d-85d3-8ccf815bacdd","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA
"72",204,"40K","","","Magda, Brazen Outlaw","Games Workshop","","","paper","","black","","R","","R",NA,"",31,0.53,NA,"",NA,"","nonfoil","","In the roiling depths of the Eye of Terror, the bloodthirsty hordes of Chaos Marines plot the downfall of their loyalist brethren.","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{8}{R}",9,"Blasphemous Act","","","This spell costs {1} less to cast for each creature on the battlefield.\nBlasphemous Act deals 13 damage to each creature.","Sorcery","","","2XM, 40K, BRC, C14, C16, C18, C21, CLB, CM2, CMR, ISD, LTC, NCC, PHED, PRM, SCD, SLD, VOC","","rare","","","triangle","","","","","","This spell costs {1} less to cast for each creature on the battlefield.\nBlasphemous Act deals 13 damage to each creature.","","Sorcery","Sorcery","1e80e542-6b35-5a54-8b33-dcc341154886","6ac40c22-c6bc-5eed-9535-17ab92032318","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,NA
"73",205,"40K","","","Magda, Brazen Outlaw","Heonhwa Choe","","","paper","","black","","R","","R",NA,"",28,0.38,NA,"",NA,"","nonfoil","","""Tzeentch cares not what they were or what they become. Only that they change.""\n—Kairos Fateweaver","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{2}{R}",3,"Chaos Warp","","","The owner of target permanent shuffles it into their library, then reveals the top card of their library. If it's a permanent card, they put it onto the battlefield.","Instant","","","2X2, 40K, AFC, BRC, C14, C16, C17, C18, C19, C20, CLB, CM1, CM2, CMD, MB1, MOC, NCC, NEC, PHED, PRM, PZ1, SCD, STA, VMA","","rare","","","triangle","","","","","","The owner of target permanent shuffles it into their library, then reveals the top card of their library. If it's a permanent card, they put it onto the battlefield.","","Instant","Instant","073ad0ad-c571-56e5-8262-73b68068ec4a","2d19170d-58d2-5c5e-af5f-a00823e23ed0","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"74",206,"CLB","","","Magda, Brazen Outlaw","Dave Greco","","","paper","default","black","","R","","R",NA,"",1172,0.2,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{R}{R}",2,"Wild Magic Surge","","","Destroy target permanent an opponent controls. Its controller reveals cards from the top of their library until they reveal a permanent card that shares a card type with that permanent. They put that card onto the battlefield and the rest on the bottom of their library in a random order.","Instant","","","CLB","","uncommon","","","","","","","","","Destroy target permanent an opponent controls. Its controller reveals cards from the top of their library until they reveal a permanent card that shares a card type with that permanent. They put that card onto the battlefield and the rest on the bottom of their library in a random order.","","Instant","Instant","9be143bb-a097-588b-b78e-141df7afaea2","","",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"75",210,"C14","","","Lathril, Blade of the Elves","Rebecca Guay","","","mtgo, paper","","black","","G","","G",NA,"",659,0.56,NA,"",NA,"","nonfoil","","Titania rewards all who honor the forest by making them a living part of it.","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{1}{G}",2,"Priest of Titania","","","{T}: Add {G} to your mana pool for each Elf on the battlefield.","Creature — Elf Druid","","1","C14, CMA, F03, MB1, PLIST, PRM, USG, WC00","","common","","","","","","","Elf, Druid","","{T}: Add {G} for each Elf on the battlefield.","1","Creature — Elf Druid","Creature","6e0af173-1933-5a66-afab-1da2de849995","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"76",212,"KHM","","","Lathril, Blade of the Elves","Grzegorz Rutkowski","","","arena, mtgo, paper","default","black","","B, G","","B, G",NA,"",4100,0.03,NA,"",NA,"","nonfoil, foil","","","legendary","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Menace","English","normal","{'brawl': False, 'commander': True, 'oathbreaker': False}",NA,"","{1}{B}{G}",3,"Harald, King of Skemfar","","","Menace (This creature can't be blocked except by two or more creatures.)\nWhen Harald, King of Skemfar enters the battlefield, look at the top five cards of your library. You may reveal an Elf, Warrior, or Tyvar card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.","Legendary Creature — Elf Warrior","","3","KHM, PMEI, PRM","","uncommon","d173be02-e112-56c0-8ea6-bcd613c1cf28","","","","","","Elf, Warrior","Legendary","Menace (This creature can't be blocked except by two or more creatures.)\nWhen Harald, King of Skemfar enters the battlefield, look at the top five cards of your library. You may reveal an Elf, Warrior, or Tyvar card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.","2","Legendary Creature — Elf Warrior","Creature","e97518a4-53fa-58ad-8bb4-10423e99bc75","11e878e6-9c60-55d5-9784-76e68e41aaa8","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"77",234,"CMR","","Y","Lathril, Blade of the Elves","Jim Nelson","","","mtgo, paper","default","black","","G","","G",NA,"",2337,0.21,NA,"",NA,"","nonfoil, foil","","Elves of the immaculate class weave flora into living creatures—sometimes to endorse an elite warrior, sometimes to create a breathing work of art.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{3}{G}",4,"Immaculate Magistrate","","","{T}: Put a +1/+1 counter on target creature for each Elf you control.","Creature — Elf Shaman","","2","C14, CMA, CMR, DPA, GN3, LRW, PRM, PS11","","rare","","","oval","","","","Elf, Shaman","","{T}: Put a +1/+1 counter on target creature for each Elf you control.","2","Creature — Elf Shaman","Creature","3a2fc10e-7f58-5922-948c-71903dc62f9a","a7829b39-4b1c-5d49-9b56-f78d51140ff2","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
